"department","code","name","amount","year"
"540",NA,"Total:",37043.72,2012
"540","INSR","Insurance",441,2013
"540","REPR","Maintenance and Repair",492.04,2013
"540","ADMN","Other Administrative and Operating",3647.39,2013
"540","PRNT","Printing",955.69,2013
"540","PROF","Professional and Contractual Services",18065.64,2013
"540","RENT","Rent & Lease",1491.24,2013
"540","SPLY","Supplies",5314.39,2013
"540","TELE","Telecommunications",2869.89,2013
"540","TRAV","Travel and Training",5056.89,2013
"540",NA,"Total:",38334.17,2013
"540","INSR","Insurance",473,2014
"540","REPR","Maintenance and Repair",298.58,2014
"540","ADMN","Other Administrative and Operating",4324.7,2014
"540","PRNT","Printing",810.13,2014
"540","PROF","Professional and Contractual Services",12245.85,2014
"540","RENT","Rent & Lease",1502.82,2014
"540","SPLY","Supplies",1633.08,2014
"540","TELE","Telecommunications",2238.69,2014
"540","TRAV","Travel and Training",5601.24,2014
"540",NA,"Total:",29128.09,2014
"540","INSR","Insurance",577,2015
"540","REPR","Maintenance and Repair",167.37,2015
"540","ADMN","Other Administrative and Operating",7387.19,2015
"540","PRNT","Printing",1115.17,2015
"540","PROF","Professional and Contractual Services",12801.26,2015
"540","RENT","Rent & Lease",1605.44,2015
"540","SPLY","Supplies",6201.25,2015
"540","TELE","Telecommunications",3276.24,2015
"540","TRAV","Travel and Training",5522.25,2015
"540",NA,"Total:",38653.17,2015
"540","FRNG","Fringe Benefits",36938.28,2016
"540","INSR","Insurance",540,2016
"540","REPR","Maintenance and Repair",105.78,2016
"540","ADMN","Other Administrative and Operating",13313.72,2016
"540","PRNT","Printing",770.26,2016
"540","PROF","Professional and Contractual Services",2008.66,2016
"540","RENT","Rent & Lease",215.32,2016
"540","SPLY","Supplies",5069.24,2016
"540","TELE","Telecommunications",2847.16,2016
"540","TRAV","Travel and Training",3424.33,2016
"540",NA,"Total:",65232.75,2016
"540","FRNG","Fringe Benefits",45533.64,2017
"540","INSR","Insurance",576,2017
"540","REPR","Maintenance and Repair",331.06,2017
"540","ADMN","Other Administrative and Operating",16620.16,2017
"540","RENT","Rent & Lease",2712.84,2017
"540","SPLY","Supplies",3996.07,2017
"540","TELE","Telecommunications",1592.06,2017
"540",NA,"Total:",71361.83,2017
"540","FRNG","Fringe Benefits",37132.67,2018
"540","INSR","Insurance",550,2018
"540","REPR","Maintenance and Repair",106.31,2018
"540","ADMN","Other Administrative and Operating",32193.63,2018
"540","PRNT","Printing",54.25,2018
"540","RENT","Rent & Lease",1608.96,2018
"540","SPLY","Supplies",6717.75,2018
"540","TELE","Telecommunications",2005.84,2018
"540","TRAV","Travel and Training",1007.53,2018
"540",NA,"Total:",81376.94,2018
"540","FRNG","Fringe Benefits",53125.96,2019
"540","INSR","Insurance",412,2019
"540","REPR","Maintenance and Repair",213.73,2019
"540","ADMN","Other Administrative and Operating",28797.44,2019
"540","PRNT","Printing",452.77,2019
"540","RENT","Rent & Lease",2213.18,2019
"540","SPLY","Supplies",8397.46,2019
"540","TELE","Telecommunications",2375.37,2019
"540","TRAV","Travel and Training",12881.95,2019
"540",NA,"Total:",108869.86,2019
"540","FRNG","Fringe Benefits",85268.65,2020
"540","INSR","Insurance",399,2020
"540","REPR","Maintenance and Repair",268.42,2020
"540","ADMN","Other Administrative and Operating",27524.6,2020
"540","PRNT","Printing",21.07,2020
"540","RENT","Rent & Lease",2392.22,2020
"540","SPLY","Supplies",842.15,2020
"540","TELE","Telecommunications",2552.06,2020
"540","TRAV","Travel and Training",30831.65,2020
"540",NA,"Total:",150099.82,2020
"540","FRNG","Fringe Benefits",76908.63,2021
"540","INSR","Insurance",392,2021
"540","REPR","Maintenance and Repair",114.54,2021
"540","ADMN","Other Administrative and Operating",18804.7,2021
"540","PROF","Professional and Contractual Services",74.78,2021
"540","RENT","Rent & Lease",2213.18,2021
"540","SPLY","Supplies",329.25,2021
"540","TELE","Telecommunications",2518.42,2021
"540","TRAV","Travel and Training",813.91,2021
"540",NA,"Total:",102169.41,2021
"540","FRNG","Fringe Benefits",68764.56,2022
"540","INSR","Insurance",421,2022
"540","REPR","Maintenance and Repair",204.83,2022
"540","ADMN","Other Administrative and Operating",20573.62,2022
"540","RENT","Rent & Lease",2432.22,2022
"540","SPLY","Supplies",352.53,2022
"540","TELE","Telecommunications",4532.68,2022
"540","TRAV","Travel and Training",3825.58,2022
"540",NA,"Total:",101107.02,2022
"540","FRNG","Fringe Benefits",52474.03,2023
"540","INSR","Insurance",526,2023
"540","REPR","Maintenance and Repair",35.36,2023
"540","ADMN","Other Administrative and Operating",14606.74,2023
"540","RENT","Rent & Lease",223.8,2023
"540","SPLY","Supplies",63.58,2023
"540","TELE","Telecommunications",2664.65,2023
"540","TRAV","Travel and Training",540,2023
"540",NA,"Total:",71134.16,2023
"360","INSR","Insurance",212,2008
"360","REPR","Maintenance and Repair",660,2008
"360","ADMN","Other Administrative and Operating",2242.58,2008
"360","PROF","Professional and Contractual Services",2767.17,2008
"360","RENT","Rent & Lease",8018.9,2008
"360","SPLY","Supplies",4815.07,2008
"360","TELE","Telecommunications",3818.63,2008
"360","TRAV","Travel and Training",7317.7,2008
"360",NA,"Total:",29852.05,2008
"360","INSR","Insurance",216,2009
"360","REPR","Maintenance and Repair",390,2009
"360","ADMN","Other Administrative and Operating",1110.88,2009
"360","PRNT","Printing",123.22,2009
"360","PROF","Professional and Contractual Services",3624.06,2009
"360","RENT","Rent & Lease",7573.53,2009
"360","SPLY","Supplies",4187.05,2009
"360","TELE","Telecommunications",2320.92,2009
"360","TRAV","Travel and Training",9461.73,2009
"360",NA,"Total:",29007.39,2009
"360","INSR","Insurance",191,2010
"360","REPR","Maintenance and Repair",410,2010
"360","ADMN","Other Administrative and Operating",2020.03,2010
"360","PROF","Professional and Contractual Services",4346.33,2010
"360","RENT","Rent & Lease",8043.69,2010
"360","SPLY","Supplies",7356.92,2010
"360","TELE","Telecommunications",4497.36,2010
"360","TRAV","Travel and Training",7147.39,2010
"360",NA,"Total:",34012.72,2010
"360","INSR","Insurance",192,2011
"360","REPR","Maintenance and Repair",255,2011
"360","ADMN","Other Administrative and Operating",496.29,2011
"360","PROF","Professional and Contractual Services",8574.68,2011
"360","RENT","Rent & Lease",7664.64,2011
"360","SPLY","Supplies",1629,2011
"360","TELE","Telecommunications",1083,2011
"360","TRAV","Travel and Training",7977.95,2011
"360",NA,"Total:",27872.56,2011
"360","INSR","Insurance",181,2012
"360","REPR","Maintenance and Repair",324,2012
"360","ADMN","Other Administrative and Operating",2739.93,2012
"360","PROF","Professional and Contractual Services",6221.56,2012
"360","RENT","Rent & Lease",9002.64,2012
"360","SPLY","Supplies",2050.68,2012
"360","TELE","Telecommunications",6138.67,2012
"360","TRAV","Travel and Training",8167.21,2012
"360",NA,"Total:",34825.69,2012
"360","INSR","Insurance",176,2013
"360","REPR","Maintenance and Repair",120,2013
"360","ADMN","Other Administrative and Operating",981.13,2013
"360","PROF","Professional and Contractual Services",6143.67,2013
"360","RENT","Rent & Lease",8510.67,2013
"360","SPLY","Supplies",973.52,2013
"360","TELE","Telecommunications",3823.12,2013
"360","TRAV","Travel and Training",9232.11,2013
"360",NA,"Total:",29960.22,2013
"360","REPR","Maintenance and Repair",330,2014
"360","ADMN","Other Administrative and Operating",1212.05,2014
"360","PROF","Professional and Contractual Services",7100.09,2014
"360","RENT","Rent & Lease",8779.05,2014
"360","SPLY","Supplies",6678.29,2014
"360","TELE","Telecommunications",3643.75,2014
"360","TRAV","Travel and Training",7964.86,2014
"360",NA,"Total:",35708.09,2014
"360","INSR","Insurance",3822,2015
"360","REPR","Maintenance and Repair",540,2015
"360","ADMN","Other Administrative and Operating",2092.61,2015
"360","PROF","Professional and Contractual Services",6539.62,2015
"360","RENT","Rent & Lease",8893.63,2015
"360","SPLY","Supplies",2042.1,2015
"360","TELE","Telecommunications",3572.13,2015
"360","TRAV","Travel and Training",9584.09,2015
"360",NA,"Total:",37086.18,2015
"360","ASST","Capital Assets",618.72,2016
"360","FRNG","Fringe Benefits",35546.37,2016
"360","REPR","Maintenance and Repair",320,2016
"360","ADMN","Other Administrative and Operating",5407.7,2016
"360","PROF","Professional and Contractual Services",3244.21,2016
"360","RENT","Rent & Lease",9770.02,2016
"360","SPLY","Supplies",1319.22,2016
"360","TELE","Telecommunications",2720.92,2016
"360","TRAV","Travel and Training",5374.04,2016
"360",NA,"Total:",64321.2,2016
"360","ASST","Capital Assets",1563.41,2017
"360","FRNG","Fringe Benefits",51252.04,2017
"360","INSR","Insurance",12101,2017
"360","REPR","Maintenance and Repair",365,2017
"360","ADMN","Other Administrative and Operating",6417.09,2017
"360","PROF","Professional and Contractual Services",1225.32,2017
"360","RENT","Rent & Lease",10225.58,2017
"360","SPLY","Supplies",2071.06,2017
"360","TELE","Telecommunications",3229.14,2017
"360","TRAV","Travel and Training",3021.42,2017
"360",NA,"Total:",91471.06,2017
"360","ASST","Capital Assets",213.64,2018
"360","FRNG","Fringe Benefits",52562.56,2018
"360","REPR","Maintenance and Repair",400,2018
"360","ADMN","Other Administrative and Operating",11199.42,2018
"360","RENT","Rent & Lease",10856.89,2018
"360","SPLY","Supplies",853.72,2018
"360","TELE","Telecommunications",3586.19,2018
"360","TRAV","Travel and Training",2986.56,2018
"360",NA,"Total:",82658.98,2018
"360","ASST","Capital Assets",1806.63,2019
"360","FRNG","Fringe Benefits",53006.67,2019
"360","REPR","Maintenance and Repair",490,2019
"360","ADMN","Other Administrative and Operating",7236.57,2019
"360","RENT","Rent & Lease",11087.34,2019
"360","SPLY","Supplies",466.13,2019
"360","TELE","Telecommunications",3420.16,2019
"360","TRAV","Travel and Training",2006.31,2019
"360",NA,"Total:",79519.81,2019
"360","FRNG","Fringe Benefits",55378.81,2020
"360","INSR","Insurance",200,2020
"360","REPR","Maintenance and Repair",500.7,2020
"360","ADMN","Other Administrative and Operating",6802.45,2020
"360","RENT","Rent & Lease",11812.67,2020
"360","SPLY","Supplies",1752.76,2020
"360","TELE","Telecommunications",2617.22,2020
"360","TRAV","Travel and Training",1561.11,2020
"360",NA,"Total:",80625.72,2020
"360","ASST","Capital Assets",1413.63,2021
"360","FRNG","Fringe Benefits",48740.77,2021
"360","INSR","Insurance",246,2021
"360","REPR","Maintenance and Repair",100,2021
"360","ADMN","Other Administrative and Operating",5126.7,2021
"360","PROF","Professional and Contractual Services",35,2021
"360","RENT","Rent & Lease",9359.96,2021
"360","SPLY","Supplies",1901.37,2021
"360","TELE","Telecommunications",3782.76,2021
"360",NA,"Total:",70706.19,2021
"360","FRNG","Fringe Benefits",53457.95,2022
"360","INSR","Insurance",248,2022
"360","REPR","Maintenance and Repair",385.75,2022
"360","ADMN","Other Administrative and Operating",6420.77,2022
"360","RENT","Rent & Lease",9329.19,2022
"360","SPLY","Supplies",971.55,2022
"360","TELE","Telecommunications",3768.71,2022
"360","TRAV","Travel and Training",1353.54,2022
"360",NA,"Total:",75935.46,2022
"360","ASST","Capital Assets",784.2,2023
"360","FRNG","Fringe Benefits",36419.72,2023
"360","INSR","Insurance",250,2023
"360","REPR","Maintenance and Repair",367.98,2023
"360","ADMN","Other Administrative and Operating",6607.83,2023
"360","RENT","Rent & Lease",7460.76,2023
"360","SPLY","Supplies",2526.04,2023
"360","TELE","Telecommunications",1795.34,2023
"360","TRAV","Travel and Training",1026.12,2023
"360",NA,"Total:",57237.99,2023
"465","ASST","Capital Assets",4300994.56,2008
"465","PROJ","Capital Projects",9284857,2008
"465","UTIL","Fuel and Utilities",6291163.23,2008
"465","INSR","Insurance",351586,2008
"465","REPR","Maintenance and Repair",3364168.63,2008
"465","ADMN","Other Administrative and Operating",1362648.37,2008
"465","PRNT","Printing",33510.15,2008
"465","PROF","Professional and Contractual Services",1009186.26,2008
"465","RENT","Rent & Lease",1012605.41,2008
"465","SPLY","Supplies",3261705.56,2008
"465","TELE","Telecommunications",1255474.27,2008
"465","TRAV","Travel and Training",735070.21,2008
"465",NA,"Total:",32262969.65,2008
"465","ASST","Capital Assets",1381332.81,2009
"465","PROJ","Capital Projects",12523009.95,2009
"465","UTIL","Fuel and Utilities",6121281.6,2009
"465","INSR","Insurance",346010,2009
"465","REPR","Maintenance and Repair",3095758.99,2009
"465","ADMN","Other Administrative and Operating",1374428.55,2009
"465","PRNT","Printing",39912.88,2009
"465","PROF","Professional and Contractual Services",1352696.17,2009
"465","RENT","Rent & Lease",576931.21,2009
"465","SPLY","Supplies",3203312.95,2009
"465","TELE","Telecommunications",1342856.41,2009
"465","TRAV","Travel and Training",785292.28,2009
"465",NA,"Total:",32142823.8,2009
"465","ASST","Capital Assets",724846.22,2010
"465","PROJ","Capital Projects",27075939.27,2010
"465","UTIL","Fuel and Utilities",5462243.7,2010
"465","INSR","Insurance",323023.82,2010
"465","REPR","Maintenance and Repair",3274312.17,2010
"465","ADMN","Other Administrative and Operating",1170400.76,2010
"465","PRNT","Printing",29586.51,2010
"465","PROF","Professional and Contractual Services",1335785.45,2010
"465","RENT","Rent & Lease",632167.57,2010
"465","SPLY","Supplies",2780701.37,2010
"465","TELE","Telecommunications",1393839.42,2010
"465","TRAV","Travel and Training",761641.9,2010
"465",NA,"Total:",44964488.16,2010
"465","ASST","Capital Assets",2924676.71,2011
"465","PROJ","Capital Projects",22864556.07,2011
"465","UTIL","Fuel and Utilities",5821041.18,2011
"465","INSR","Insurance",327797.28,2011
"465","REPR","Maintenance and Repair",3196958.63,2011
"465","ADMN","Other Administrative and Operating",1436023.61,2011
"465","PRNT","Printing",29707.19,2011
"465","PROF","Professional and Contractual Services",1356945.47,2011
"465","RENT","Rent & Lease",638067.57,2011
"465","SPLY","Supplies",3885555.65,2011
"465","TELE","Telecommunications",1443418.07,2011
"465","TRAV","Travel and Training",610079.65,2011
"465",NA,"Total:",44534827.08,2011
"465","ASST","Capital Assets",1555101.51,2012
"465","PROJ","Capital Projects",17381289.33,2012
"465","UTIL","Fuel and Utilities",5714576.67,2012
"465","INSR","Insurance",311841.28,2012
"465","REPR","Maintenance and Repair",3460187.35,2012
"465","ADMN","Other Administrative and Operating",1861088.64,2012
"465","PRNT","Printing",32494.85,2012
"465","PROF","Professional and Contractual Services",2303422.58,2012
"465","RENT","Rent & Lease",635067.84,2012
"465","SPLY","Supplies",6082544.76,2012
"465","TELE","Telecommunications",1262714.91,2012
"465","TRAV","Travel and Training",670033.67,2012
"465",NA,"Total:",41270363.39,2012
"465","ASST","Capital Assets",1169220.26,2013
"465","PROJ","Capital Projects",16159100.38,2013
"465","UTIL","Fuel and Utilities",6033663,2013
"465","INSR","Insurance",577583.28,2013
"465","REPR","Maintenance and Repair",4221133.98,2013
"465","ADMN","Other Administrative and Operating",1771264.31,2013
"465","PRNT","Printing",45781.24,2013
"465","PROF","Professional and Contractual Services",1534433.8,2013
"465","RENT","Rent & Lease",763012.15,2013
"465","SPLY","Supplies",5020948.9,2013
"465","TELE","Telecommunications",1299719.76,2013
"465","TRAV","Travel and Training",703863.93,2013
"465",NA,"Total:",39299724.99,2013
"465","ASST","Capital Assets",512392.68,2014
"465","PROJ","Capital Projects",15195875.06,2014
"465","UTIL","Fuel and Utilities",6645060.05,2014
"465","INSR","Insurance",335042.26,2014
"465","REPR","Maintenance and Repair",3702638.37,2014
"465","ADMN","Other Administrative and Operating",966049.29,2014
"465","PRNT","Printing",23973.62,2014
"465","PROF","Professional and Contractual Services",1507987.59,2014
"465","RENT","Rent & Lease",745984.93,2014
"465","SPLY","Supplies",4499543.87,2014
"465","TELE","Telecommunications",1099200.39,2014
"465","TRAV","Travel and Training",560629.17,2014
"465",NA,"Total:",35794377.28,2014
"465","ASST","Capital Assets",538814.95,2015
"465","PROJ","Capital Projects",20932887.34,2015
"465","UTIL","Fuel and Utilities",6105413.24,2015
"465","INSR","Insurance",403506.16,2015
"465","REPR","Maintenance and Repair",4448836.95,2015
"465","ADMN","Other Administrative and Operating",1105381.21,2015
"465","PRNT","Printing",34370.1,2015
"465","PROF","Professional and Contractual Services",1333468.93,2015
"465","RENT","Rent & Lease",775233.33,2015
"465","SPLY","Supplies",4163281.8,2015
"465","TELE","Telecommunications",1107943.11,2015
"465","TRAV","Travel and Training",736618.07,2015
"465",NA,"Total:",41685755.19,2015
"465","ASST","Capital Assets",361255.16,2016
"465","PROJ","Capital Projects",4949785.62,2016
"465","FRNG","Fringe Benefits",6488695.02,2016
"465","UTIL","Fuel and Utilities",4991087.91,2016
"465","INSR","Insurance",3676,2016
"465","REPR","Maintenance and Repair",3568809.18,2016
"465","ADMN","Other Administrative and Operating",3239394.72,2016
"465","PRNT","Printing",3152.93,2016
"465","PROF","Professional and Contractual Services",933736.55,2016
"465","RENT","Rent & Lease",625595.2,2016
"465","SPLY","Supplies",4214324.93,2016
"465","TELE","Telecommunications",1069143.23,2016
"465","TRAV","Travel and Training",589741.61,2016
"465",NA,"Total:",31038398.06,2016
"465","ASST","Capital Assets",2409913.5,2017
"465","PROJ","Capital Projects",527539.22,2017
"465","FRNG","Fringe Benefits",8980831.49,2017
"465","UTIL","Fuel and Utilities",5711020.19,2017
"465","INSR","Insurance",3868,2017
"465","REPR","Maintenance and Repair",2995455.58,2017
"465","ADMN","Other Administrative and Operating",3753247.27,2017
"465","PRNT","Printing",3936.61,2017
"465","PROF","Professional and Contractual Services",1277706.38,2017
"465","RENT","Rent & Lease",940782.28,2017
"465","SPLY","Supplies",4950530.65,2017
"465","TELE","Telecommunications",1177272.39,2017
"465","TRAV","Travel and Training",764339.81,2017
"465",NA,"Total:",33496443.37,2017
"465","ASST","Capital Assets",1467056.2,2018
"465","PROJ","Capital Projects",813450.29,2018
"465","FRNG","Fringe Benefits",9160380.9,2018
"465","UTIL","Fuel and Utilities",6121121.25,2018
"465","INSR","Insurance",4005,2018
"465","REPR","Maintenance and Repair",3859545.31,2018
"465","ADMN","Other Administrative and Operating",3531755.73,2018
"465","PRNT","Printing",1795.82,2018
"465","PROF","Professional and Contractual Services",2093270.24,2018
"465","RENT","Rent & Lease",1581440.4,2018
"465","SPLY","Supplies",4377084.35,2018
"465","TELE","Telecommunications",1146701.79,2018
"465","TRAV","Travel and Training",976442.19,2018
"465",NA,"Total:",35134049.47,2018
"465","ASST","Capital Assets",736918.03,2019
"465","PROJ","Capital Projects",423082.78,2019
"465","FRNG","Fringe Benefits",9240497.28,2019
"465","UTIL","Fuel and Utilities",5707399.43,2019
"465","INSR","Insurance",544604,2019
"465","REPR","Maintenance and Repair",3813594.29,2019
"465","ADMN","Other Administrative and Operating",2469284.98,2019
"465","PRNT","Printing",5723.59,2019
"465","PROF","Professional and Contractual Services",3310313.45,2019
"465","RENT","Rent & Lease",1036995.95,2019
"465","SPEC","Special Purpose",8201.43,2019
"465","SPLY","Supplies",5369927.08,2019
"465","TELE","Telecommunications",996817.61,2019
"465","TRAV","Travel and Training",665369.23,2019
"465",NA,"Total:",34328729.13,2019
"465","ASST","Capital Assets",558468.96,2020
"465","PROJ","Capital Projects",729339.22,2020
"465","FRNG","Fringe Benefits",10019399.64,2020
"465","UTIL","Fuel and Utilities",5474457.59,2020
"465","INSR","Insurance",663234,2020
"465","REPR","Maintenance and Repair",3496058.21,2020
"465","ADMN","Other Administrative and Operating",4203948.85,2020
"465","PRNT","Printing",8591.32,2020
"465","PROF","Professional and Contractual Services",3233832.97,2020
"465","RENT","Rent & Lease",714167.19,2020
"465","SPEC","Special Purpose",2950.42,2020
"465","SPLY","Supplies",4833359.59,2020
"465","TELE","Telecommunications",1143693.87,2020
"465","TRAV","Travel and Training",2030672.96,2020
"465",NA,"Total:",37112174.79,2020
"465","ASST","Capital Assets",672076.38,2021
"465","PROJ","Capital Projects",796921.49,2021
"465","FRNG","Fringe Benefits",9091448.39,2021
"465","UTIL","Fuel and Utilities",5358868.49,2021
"465","INSR","Insurance",700856,2021
"465","REPR","Maintenance and Repair",3840720.5,2021
"465","ADMN","Other Administrative and Operating",3319216.65,2021
"465","PRNT","Printing",5518.07,2021
"465","PROF","Professional and Contractual Services",4627232.86,2021
"465","RENT","Rent & Lease",2160261.13,2021
"465","SPLY","Supplies",4507403.38,2021
"465","TELE","Telecommunications",1018307.53,2021
"465","TRAV","Travel and Training",6267722.74,2021
"465",NA,"Total:",42366553.61,2021
"465","ASST","Capital Assets",787213.25,2022
"465","PROJ","Capital Projects",907167.83,2022
"465","FRNG","Fringe Benefits",9673987.04,2022
"465","UTIL","Fuel and Utilities",6321177.42,2022
"465","INSR","Insurance",706354,2022
"465","REPR","Maintenance and Repair",2926095.15,2022
"465","ADMN","Other Administrative and Operating",187050483.34,2022
"465","PRNT","Printing",15208.22,2022
"465","PROF","Professional and Contractual Services",4552329.14,2022
"465","RENT","Rent & Lease",2103161.16,2022
"465","SPLY","Supplies",4395145.57,2022
"465","TELE","Telecommunications",981248.25,2022
"465","TRAV","Travel and Training",903987.75,2022
"465",NA,"Total:",221323558.12,2022
"465","ASST","Capital Assets",1580444.15,2023
"465","PROJ","Capital Projects",839101.24,2023
"465","FRNG","Fringe Benefits",6804027.63,2023
"465","UTIL","Fuel and Utilities",4439622.51,2023
"465","INSR","Insurance",795026,2023
"465","REPR","Maintenance and Repair",2612526.6,2023
"465","ADMN","Other Administrative and Operating",341537490.51,2023
"465","PRNT","Printing",8647.59,2023
"465","PROF","Professional and Contractual Services",2797925.11,2023
"465","RENT","Rent & Lease",400982.22,2023
"465","SPLY","Supplies",3298986.69,2023
"465","TELE","Telecommunications",523691.93,2023
"465","TRAV","Travel and Training",395226.41,2023
"465",NA,"Total:",366033698.59,2023
"855","ADMN","Other Administrative and Operating",108268333.63,2008
"855","PRNT","Printing",3161.67,2008
"855","PROF","Professional and Contractual Services",155150,2008
"855","SPEC","Special Purpose",4816657.3,2008
"855",NA,"Total:",113243302.6,2008
"855","ADMN","Other Administrative and Operating",121212169.71,2009
"855","PRNT","Printing",929.68,2009
"855","PROF","Professional and Contractual Services",170090,2009
"855","SPEC","Special Purpose",2812511.49,2009
"855",NA,"Total:",124195700.88,2009
"855","ADMN","Other Administrative and Operating",109209540.44,2010
"855","PRNT","Printing",667.05,2010
"855","PROF","Professional and Contractual Services",207213,2010
"855","SPEC","Special Purpose",1570584.68,2010
"855",NA,"Total:",110988005.17,2010
"855","ADMN","Other Administrative and Operating",36222092.47,2011
"855","PROF","Professional and Contractual Services",50215.52,2011
"855","SPEC","Special Purpose",4033932.51,2011
"855",NA,"Total:",40306240.5,2011
"855","ADMN","Other Administrative and Operating",116177402.13,2012
"855","PRNT","Printing",528.77,2012
"855","PROF","Professional and Contractual Services",124902.37,2012
"855","SPEC","Special Purpose",2016513.74,2012
"855","TRAV","Travel and Training",140,2012
"855",NA,"Total:",118319487.01,2012
"855","ADMN","Other Administrative and Operating",74713017.83,2013
"855","PROF","Professional and Contractual Services",237.87,2013
"855","SPEC","Special Purpose",3922023.33,2013
"855",NA,"Total:",78635279.03,2013
"855","ADMN","Other Administrative and Operating",81105116.83,2014
"855","SPEC","Special Purpose",2929132.93,2014
"855",NA,"Total:",84034249.76,2014
"855","ADMN","Other Administrative and Operating",82692315.18,2015
"855","SPEC","Special Purpose",3469524.13,2015
"855",NA,"Total:",86161839.31,2015
"855","ADMN","Other Administrative and Operating",78078130.01,2016
"855","SPEC","Special Purpose",3060819.35,2016
"855",NA,"Total:",81138949.36,2016
"855","ADMN","Other Administrative and Operating",71058919.25,2017
"855","SPEC","Special Purpose",2293683.71,2017
"855",NA,"Total:",73352602.96,2017
"855","ADMN","Other Administrative and Operating",65433468.42,2018
"855","SPEC","Special Purpose",4273051.48,2018
"855",NA,"Total:",69706519.9,2018
"855","ADMN","Other Administrative and Operating",93513537.73,2019
"855","SPEC","Special Purpose",2125395.79,2019
"855",NA,"Total:",95638933.52,2019
"855","ADMN","Other Administrative and Operating",1085765.98,2020
"855","SPEC","Special Purpose",3365864.45,2020
"855",NA,"Total:",4451630.43,2020
"855","ADMN","Other Administrative and Operating",24111.86,2021
"855","PROF","Professional and Contractual Services",2080,2021
"855","SPEC","Special Purpose",4340294.39,2021
"855",NA,"Total:",4366486.25,2021
"855","ADMN","Other Administrative and Operating",65800.33,2022
"855","SPEC","Special Purpose",6398825.47,2022
"855",NA,"Total:",6464625.8,2022
"855","ADMN","Other Administrative and Operating",31481.27,2023
"855","SPEC","Special Purpose",8181958.34,2023
"855",NA,"Total:",8213439.61,2023
"370","ASST","Capital Assets",45122970.04,2008
"370","PROJ","Capital Projects",15879630.8,2008
"370","UTIL","Fuel and Utilities",6796805.57,2008
"370","INSR","Insurance",1751280.83,2008
"370","REPR","Maintenance and Repair",10320543.49,2008
"370","ADMN","Other Administrative and Operating",6242609.3,2008
"370","PRNT","Printing",1465629.57,2008
"370","PROF","Professional and Contractual Services",38756704.98,2008
"370","RENT","Rent & Lease",14218441.28,2008
"370","SPEC","Special Purpose",110961.8,2008
"370","SPLY","Supplies",13522864.75,2008
"370","TELE","Telecommunications",3268575.64,2008
"370","TRAV","Travel and Training",5373518.45,2008
"370",NA,"Total:",162830536.5,2008
"370","ASST","Capital Assets",48152866.85,2009
"370","PROJ","Capital Projects",31427060.72,2009
"370","UTIL","Fuel and Utilities",5639036.6,2009
"370","INSR","Insurance",1783135,2009
"370","REPR","Maintenance and Repair",11167639.4,2009
"370","ADMN","Other Administrative and Operating",6308784.05,2009
"370","PRNT","Printing",1679958.15,2009
"370","PROF","Professional and Contractual Services",39867835.59,2009
"370","RENT","Rent & Lease",17138676.2,2009
"370","SPEC","Special Purpose",45286,2009
"370","SPLY","Supplies",13345037.86,2009
"370","TELE","Telecommunications",3125570.53,2009
"370","TRAV","Travel and Training",5020988.07,2009
"370",NA,"Total:",184701875.02,2009
"370","ASST","Capital Assets",35119453.65,2010
"370","PROJ","Capital Projects",15835180.15,2010
"370","UTIL","Fuel and Utilities",5186316.46,2010
"370","INSR","Insurance",1920288,2010
"370","REPR","Maintenance and Repair",9109231.48,2010
"370","ADMN","Other Administrative and Operating",5684269.8,2010
"370","PRNT","Printing",1234829.79,2010
"370","PROF","Professional and Contractual Services",39381936.25,2010
"370","RENT","Rent & Lease",17210222.25,2010
"370","SPEC","Special Purpose",93440,2010
"370","SPLY","Supplies",13083796.65,2010
"370","TELE","Telecommunications",2991112.85,2010
"370","TRAV","Travel and Training",4630540.06,2010
"370",NA,"Total:",151480617.39,2010
"370","ASST","Capital Assets",58920987.79,2011
"370","PROJ","Capital Projects",23984179.46,2011
"370","UTIL","Fuel and Utilities",6043559.79,2011
"370","INSR","Insurance",1802025.61,2011
"370","REPR","Maintenance and Repair",8270575.33,2011
"370","ADMN","Other Administrative and Operating",6019930.32,2011
"370","PRNT","Printing",1344687.48,2011
"370","PROF","Professional and Contractual Services",38434545.69,2011
"370","RENT","Rent & Lease",16708208.3,2011
"370","SPEC","Special Purpose",59818,2011
"370","SPLY","Supplies",13397470.25,2011
"370","TELE","Telecommunications",2924228.21,2011
"370","TRAV","Travel and Training",4785162.65,2011
"370",NA,"Total:",182695378.88,2011
"370","ASST","Capital Assets",24738841.24,2012
"370","PROJ","Capital Projects",17596623.99,2012
"370","UTIL","Fuel and Utilities",6431037.93,2012
"370","INSR","Insurance",1908987,2012
"370","REPR","Maintenance and Repair",9158133.24,2012
"370","ADMN","Other Administrative and Operating",6311703.35,2012
"370","PRNT","Printing",1064254.88,2012
"370","PROF","Professional and Contractual Services",42344540.31,2012
"370","RENT","Rent & Lease",17209850.26,2012
"370","SPEC","Special Purpose",77508,2012
"370","SPLY","Supplies",13194680.35,2012
"370","TELE","Telecommunications",2937347.69,2012
"370","TRAV","Travel and Training",4996102.48,2012
"370",NA,"Total:",147969610.72,2012
"370","ASST","Capital Assets",37296242.59,2013
"370","PROJ","Capital Projects",12849335.1,2013
"370","UTIL","Fuel and Utilities",6600479.52,2013
"370","INSR","Insurance",2067224.2,2013
