FICO,TotalAmtOwed,Volume,Stress,Num_Delinquent,Num_CreditLines,WomanOwned,CorpStructure,NAICS,Months
602,17766.207,17042.4257004055,0.08687244856022891,5,12,1,Corp,445131,14
691,135707.303,50223.22148855711,0.2251735667582237,5,9,1,LLC,444240,15
536,205797.64,590575.5878709166,0.02903913349205657,6,10,0,Sole,445292,21
697,332531.498,84479.51440393791,0.3280198562004868,5,10,1,Sole,445230,12
784,626943.076,146477.21429669583,0.3566783856737495,4,9,1,Corp,722514,18
747,323232.435,283029.424087947,0.09517044504047766,4,12,1,LLC,458310,14
738,65555.363,15385.375670944371,0.3550740023192001,4,12,1,Corp,441120,24
689,233391.441,325386.6420126295,0.059772849400637346,5,8,1,Sole,445291,17
692,118455.699,72846.04301278784,0.13550918954193752,5,8,0,Sole,459910,28
626,74279.847,166986.16865266196,0.03706886204973913,5,12,0,LLC,445110,18
736,92462.664,113388.62351135729,0.06795410122628595,4,11,1,Corp,722410,20
660,247128.83,68920.03032204558,0.29881108685582225,5,8,0,Corp,458310,18
647,119104.857,148901.55963779843,0.06665749354233393,5,8,1,Sole,722514,20
740,335587.11,200089.70153408597,0.1397652767013397,4,9,0,Corp,458310,22
710,111967.487,104140.01869790281,0.08959691032641007,5,9,0,LLC,458210,16
690,345500.142,156947.51585885242,0.18344781274456878,5,12,0,Corp,459210,21
802,18420.383,5179.133293843154,0.2963877988024523,4,12,0,LLC,445230,9
732,471458.983,221281.93407838972,0.17754837848360167,4,11,0,Corp,445291,20
762,62098.338,42036.404191945105,0.12310428542771487,4,12,1,Partner,722330,21
635,203257.722,137902.39918363254,0.12282703999547505,5,9,0,LLC,445240,15
701,372005.531,197252.76412465668,0.15716109761116193,5,12,0,Partner,445110,18
725,397997.589,210015.65270365094,0.15792378007557636,4,9,1,LLC,441120,19
608,137991.224,109597.64904031373,0.10492258517732296,5,9,0,Corp,441120,11
642,35758.998,26546.873437524104,0.11225112844316637,5,9,0,Partner,445131,24
649,105648.577,270888.2050698296,0.03250066971747192,5,9,0,Partner,722410,20
724,171549.466,116906.24158663717,0.12228422229055215,4,11,0,LLC,445250,21
713,142953.92,70078.8720106931,0.16999170113424386,5,10,1,Sole,445240,18
649,114048.671,37491.773069723386,0.2534971045245577,5,10,1,Partner,722511,13
729,81957.647,23395.257006294043,0.2919311343675019,4,10,0,Corp,722513,19
711,16792.112,25497.71811950042,0.05488109406921642,5,8,1,LLC,444240,13
673,47131.351,8524.702186860875,0.4607331138660731,5,10,0,Sole,459210,15
640,109694.114,78294.6439373108,0.11675353136525983,5,12,0,Corp,459210,18
727,94797.116,73504.77257507177,0.10747274482889525,4,9,0,Partner,445292,19
772,246459.621,108758.86158217082,0.18884255913696424,4,9,1,Sole,445110,16
638,255697.919,105648.87828522832,0.2016884633563208,5,8,0,LLC,444140,13
712,68982.006,17396.363445648363,0.3304426536017196,5,8,0,Corp,445110,23
694,210777.736,131520.68983163076,0.13355169711943674,5,12,1,Sole,445320,16
675,29935.697,14846.81586544073,0.16802534895536086,5,12,0,Corp,445292,16
731,177492.497,83941.62600443451,0.17620627715604745,4,9,0,Partner,445320,17
780,490802.01,174073.41935550593,0.2349592927595142,4,9,1,LLC,458310,25
727,69245.988,32861.267393713795,0.17560183941973792,4,8,1,LLC,458210,12
663,18700.078,6236.567587394538,0.24987139343812736,5,11,0,Partner,459310,15
743,64130.2,35835.72690220994,0.14913003852040643,4,9,1,LLC,445240,15
732,30320.285,22564.716396282238,0.1119752791168678,4,11,1,Partner,445110,19
715,109290.751,18954.420816998412,0.48049806803727974,4,10,0,Partner,445240,18
728,137984.676,59944.35546100181,0.19182328196823736,4,11,0,Corp,722511,11
657,195034.887,52128.58520911599,0.31178492922454704,5,9,0,LLC,722511,17
625,429068.896,131071.31699099942,0.27279607891472285,5,10,1,Partner,722330,10
768,60853.285,11514.364744601009,0.44041570645146827,4,10,0,Sole,445250,15
638,39713.109,14293.344526860605,0.23153613514183466,5,9,0,Sole,722330,15
642,180006.369,94516.26162181223,0.1587084644758973,5,9,0,Sole,445250,13
768,103571.769,27594.221340306736,0.31278218158643134,4,13,1,LLC,459210,29
707,808828.991,284531.9520136478,0.23688874110501887,5,8,0,LLC,722330,12
746,285747.808,169285.24291442567,0.14066386959299548,4,9,1,LLC,445131,23
603,706959.201,338321.6841181707,0.17413387765421054,5,11,0,LLC,722511,17
643,294557.899,123137.53424483063,0.1993420749722687,5,9,1,Partner,445230,21
666,92786.806,28310.339263359285,0.27312402586926227,5,9,0,LLC,445230,19
702,175308.601,165034.73466700286,0.08852106262848602,5,10,0,Partner,445230,20
703,808407.189,251513.88655121828,0.26784710249500016,5,8,0,LLC,722410,13
680,170597.13,132269.59885629007,0.10748068810162523,5,12,0,LLC,444240,15
746,27677.895,28930.02588507143,0.07972655327592373,4,10,0,LLC,445131,12
718,102395.536,74220.72763382173,0.11496736296404803,4,12,0,Partner,722511,13
788,69371.915,53351.39978947905,0.1083569117113715,4,9,1,LLC,459210,17
675,200196.891,129774.12016776278,0.12855470896996493,5,11,1,LLC,444240,28
677,297793.114,231799.2497293438,0.10705855546257977,5,8,1,LLC,722330,19
764,181914.103,150540.61594162876,0.10070045541205534,4,12,1,Corp,445292,24
673,91953.733,55227.77184291887,0.13874923480759319,5,9,0,Corp,444140,24
706,70977.971,36707.82682963057,0.16113269096857058,5,10,1,Partner,722514,19
681,531967.82,563347.1733399429,0.0786915311988546,5,8,1,Partner,722511,24
669,109547.915,63738.951905525195,0.14322471022425648,5,11,1,LLC,459210,16
744,88073.653,31380.863204850873,0.23388365818435466,4,11,1,Partner,445240,27
676,391085.494,898798.445026098,0.036260029168594096,5,10,0,Sole,722330,16
696,243291.983,207790.2686170026,0.09757113291015641,5,9,0,Sole,445320,22
718,36252.995,7479.468427975258,0.40391679512503725,4,12,1,Corp,445131,19
734,103965.878,34189.698223930776,0.2534044936554164,4,8,0,Corp,445292,22
709,22035.4,4333.332551736693,0.42375776874022664,5,10,0,LLC,444240,14
716,37528.223,10103.299475356514,0.3095376836344161,4,8,0,LLC,459310,14
710,303161.94,473687.51769578643,0.053333672634846216,5,11,1,LLC,445230,16
740,23295.626,7228.528205509827,0.26856119412897095,4,10,1,LLC,722514,16
684,227238.389,108124.7069357516,0.17513603461527877,5,8,1,Corp,459210,15
744,330651.627,386433.5015439707,0.07130412383995828,4,12,0,Corp,722514,22
657,74112.812,32807.490587029955,0.18825175458888344,5,9,0,Corp,722511,17
675,144772.377,46735.52165356648,0.2581412237019365,5,11,0,Corp,458210,14
626,162106.603,288351.65628635976,0.04684864223536059,5,8,0,Partner,458210,13
740,14679.542,16501.63137139814,0.07413177152817588,4,11,0,LLC,722410,13
699,107460.571,49974.73820074968,0.17919148565342555,5,10,1,LLC,445291,20
771,71632.119,26262.71593762445,0.22729344764561116,4,13,0,Corp,722514,20
736,21960.627,11795.078538421263,0.15515388422711995,4,10,1,Partner,445320,16
740,182318.278,94471.1763492743,0.160823548731539,4,9,0,LLC,722330,17
767,39904.354,14981.059729634735,0.22197113510970637,4,9,0,Partner,459210,28
682,470112.423,199999.29163388108,0.19588087002685836,5,9,0,Sole,459310,12
673,233639.686,838206.215910806,0.023228142984094913,5,10,1,LLC,444240,16
637,192158.873,43450.39199504758,0.36854073534001336,5,8,0,Partner,445320,29
797,469470.645,120070.6030687109,0.3258295765168428,4,12,1,Corp,444140,14
708,431156.314,80997.77609152847,0.44358863375128155,5,9,1,Corp,445250,16
685,38037.162,8304.014016439061,0.3817146134056337,5,12,0,Partner,445292,24
530,237226.709,73812.72417213488,0.2678249941102924,6,10,0,Sole,441120,15
703,258572.515,108219.08470713804,0.19911191858298968,5,10,1,LLC,445131,21
717,176499.326,156783.59898147322,0.09381260069431568,4,9,1,Sole,722410,17
671,68711.628,19429.74339384613,0.29470121575633124,5,12,1,LLC,445230,18
659,61111.523,17035.03448118549,0.2989501971534762,5,8,1,Sole,441120,23
669,104119.908,118568.43537168278,0.07317848947572611,5,9,0,LLC,444140,24
721,109791.281,40195.98118465462,0.2276166210407007,4,11,1,LLC,722513,16
741,35823.623,16166.753258143237,0.184656861461219,4,13,0,LLC,458210,20
616,249630.104,404329.39173341705,0.051449410040371735,5,8,0,LLC,445230,17
780,63794.724,77431.02365617196,0.06865758385949283,4,12,1,Partner,444140,18
805,133793.329,25396.77829868116,0.43901017492097877,4,13,1,Partner,458210,15
712,75079.327,22054.027844010117,0.28369468958626676,5,11,1,Corp,722330,22
765,78164.159,93063.31678949157,0.06999191670119125,4,11,1,Partner,444140,16
661,1082164.15,591360.6037266693,0.15249637068318345,5,11,0,Corp,458210,20
612,711468.506,194323.01030554224,0.3051056180811733,5,10,0,LLC,444240,23
723,35887.735,14729.267566624716,0.20304095704730646,4,10,0,Sole,445110,12
694,91842.346,33670.20601580194,0.22730864283222435,5,9,1,Corp,722410,14
714,78071.664,38792.12629825273,0.1677137249445654,4,12,1,Partner,722514,14
709,224115.49,95563.5006337584,0.19543330570223813,5,12,0,Partner,459310,16
703,76811.34,23426.475793597336,0.27323550739755037,5,11,1,Partner,445291,19
850,45193.956,19639.158445632635,0.19176804395289765,3,12,1,LLC,459310,17
659,226120.254,72860.5334849925,0.2586222416815171,5,8,1,LLC,445320,17
696,235967.953,179000.57822265307,0.10985437186059768,5,12,0,Sole,445291,17
713,110020.879,31811.283191815037,0.2882124096676597,5,8,1,Partner,722410,20
784,203347.95,49273.212389058295,0.34391227359397797,4,13,1,LLC,722513,21
712,174898.274,108263.81145791613,0.1346235272007964,5,12,1,Partner,458210,16
712,31468.442,7805.99142606997,0.33594325480663945,5,10,1,Sole,459310,22
695,803802.649,321657.278593947,0.20824510602134355,5,12,0,Sole,722410,19
725,282335,206202.69450918803,0.11410091765613813,4,10,1,LLC,722513,14
709,424179.528,129329.30312219421,0.2733200685895746,5,8,0,LLC,722511,19
623,305321.096,210902.21359447268,0.12064086115089259,5,8,0,LLC,445131,8
692,277713.915,101136.84531696986,0.22882685511367082,5,8,1,LLC,722514,14
618,28419.714,17632.905648593885,0.13431192494294653,5,10,1,Sole,459910,21
721,128994.296,37036.55636802767,0.29024093276518403,4,11,1,Sole,459210,19
688,65678.166,15820.31495479258,0.34595901002223495,5,12,1,Partner,444240,12
586,160281.865,227746.30178331397,0.0586478110895583,5,11,0,Corp,458310,21
803,44892.364,53306.23982309922,0.07017997040774636,4,12,1,Partner,459310,21
689,835893.887,820934.8642696098,0.0848518280176121,5,11,1,Corp,458310,10
697,62325.065,78905.43235993506,0.06582253288943186,5,12,1,Sole,445292,22
703,87925.698,48119.01861106787,0.15227121648558897,5,8,0,Corp,722511,21
744,77638.357,15540.616308355538,0.4163195947289915,4,10,0,Corp,722330,17
601,344019.607,92648.3491827946,0.3094313156813076,5,11,1,Corp,722511,26
660,294296.511,72864.29983960789,0.33658059301996823,5,12,0,Partner,458210,22
760,82142.369,105899.14122997638,0.06463883783345571,4,10,0,Corp,445110,17
697,60457.115,123349.08296913709,0.0408441862346657,5,12,0,Partner,441120,19
674,524500.488,548873.24584525,0.07963291038660536,5,12,0,Partner,458210,13
678,252909.193,153868.09345411963,0.13697294617884961,5,9,1,LLC,459210,17
609,216825.9,100498.29741454512,0.17979234937153174,5,10,0,Partner,459310,23
714,100195.584,16799.257608380296,0.4970238682353911,4,11,0,LLC,458310,19
753,105186.408,80187.72158034108,0.10931267065890757,4,9,1,Sole,722410,16
698,572086.433,491400.540192992,0.09701631462990107,5,10,1,Sole,445110,11
725,355369.35,275298.53817694384,0.10757090355839809,4,9,1,Partner,441120,15
704,126622.93,41457.343117515076,0.25452453147860593,5,11,1,Sole,445250,13
712,293960.375,390468.94668778364,0.06273660972137193,5,12,1,LLC,445292,25
761,124944.63,40777.9827682557,0.25533515375619403,4,10,1,LLC,458210,19
745,298070.455,59687.57570015228,0.41615368511725237,4,13,1,Partner,445292,19
725,252904.768,132966.47608960036,0.1585015859120124,4,11,1,LLC,722330,12
663,117680.466,36583.77784824681,0.26806158567546523,5,12,1,Corp,444240,28
711,25820.645,10504.328265558386,0.20484131514832146,5,10,0,Partner,445240,21
730,290911.246,94903.13712027734,0.25544575836949407,4,10,0,Corp,458210,12
688,175232.112,47644.55800735329,0.3064920026699854,5,11,1,LLC,459910,15
662,56879.71,39380.731434694775,0.12036281858283039,5,10,1,Corp,722330,19
657,57913.69,9461.98598096299,0.5100558004464677,5,11,0,Corp,445131,14
701,403112.296,123893.44783540099,0.27114179095219787,5,8,1,Corp,445230,17
725,102673.328,19080.02466446723,0.4484328934123826,4,8,0,Corp,445230,22
694,118740.136,73943.1206248483,0.13381922820833927,5,12,0,Sole,444140,20
676,146986.009,31602.007943788187,0.38759670287789455,5,12,1,Partner,722410,14
721,92154.057,26041.704629122567,0.294892552517932,4,8,1,Partner,459310,21
648,221731.61,144492.3855021149,0.127879639487274,5,12,0,Sole,459310,19
719,118549.626,37543.967352048945,0.2631350972411511,4,12,1,Sole,444240,23
722,485014.954,141053.48220269888,0.2865431764048998,4,9,1,Partner,445291,20
669,288571.586,81079.06381805796,0.29659484254319635,5,12,1,Sole,722330,18
685,23865.936,5462.848069982831,0.36406430757761327,5,11,0,Sole,722511,15
707,114625.949,181009.86469917966,0.05277150188770876,5,12,0,LLC,459310,13
649,136531.666,38135.25768170569,0.29834959890126644,5,8,0,Sole,445291,20
559,152379.051,47495.57543263148,0.2673565723613859,5,9,0,Corp,459310,29
683,108583.289,35287.69284942577,0.25642388850065934,5,10,0,Sole,459310,22
649,278323.729,90815.71321686366,0.25539241241158345,5,9,0,Partner,445230,11
610,118986.544,51075.79684683326,0.1941339332026125,5,8,0,Corp,459210,18
661,87629.661,18251.11647996615,0.4001109607741402,5,12,0,Sole,445292,17
641,122877.085,16137.425742263722,0.6345347298184948,5,12,0,Partner,441120,17
696,501805.715,190867.0810143867,0.21909038842331688,5,8,0,Partner,459910,22
764,133562.886,90352.48475195515,0.123186877821411,4,11,1,Sole,458210,16
700,26299.71,11362.186399285176,0.19288915205068996,5,8,0,Partner,445240,23
786,710620.277,253082.270832313,0.23398856119757006,4,12,0,Sole,459210,10
662,97655.726,56824.983853953054,0.14321125347931876,5,12,0,Corp,722330,16
705,168783.672,44811.585180168826,0.3138765554364843,5,12,0,Partner,445320,17
695,34315.797,37262.05932095478,0.07674427560131762,5,11,0,LLC,722410,22
761,329212.021,350667.2932716305,0.07823465606780276,4,13,1,Corp,458310,23
680,362813.865,98489.71972954979,0.3069811634455161,5,10,1,Sole,445250,16
700,336236.179,141479.33099044123,0.19804788011915628,5,11,1,Sole,445131,17
698,145073.375,57584.48830845795,0.20994278618763,5,8,0,Sole,458310,16
696,93984.845,27447.31793572016,0.28534920734364166,5,9,0,Partner,445240,18
828,342858.705,165440.20224971403,0.17270021652218687,4,9,1,Partner,722410,15
598,137203.917,74780.07006318911,0.1528971521468028,5,9,1,Partner,722330,16
757,544095.479,136577.18220636438,0.3319829065455255,4,11,1,Corp,445292,15
665,542699.907,339834.5101774635,0.13307945748765554,5,8,0,Sole,458310,17
742,185630.462,378616.4153288803,0.040857196202730775,4,12,1,Partner,459210,22
749,21904.912,11330.234482800959,0.161109581280446,4,11,1,Partner,445320,18
684,19953.458,6604.31356150813,0.2517730497167612,5,10,1,Sole,459210,19
688,614293.919,543225.7562382835,0.09423551687083832,5,8,0,LLC,444240,14
632,282383.05,416590.33663030877,0.056486957963732286,5,12,0,LLC,445131,16
745,738473.412,666924.4031467863,0.09227350312814317,4,10,1,Partner,722511,18
689,158754.827,34352.58310170224,0.38511132852804636,5,9,1,LLC,459310,21
690,191926.63,174330.3690305796,0.09174469096963718,5,10,0,Sole,445320,13
655,380199.483,162074.5806212904,0.19548586908907312,5,12,0,Corp,722511,27
646,20397.947,19326.938825176683,0.08795127526622815,5,11,0,Sole,459310,22
683,88333.756,20032.086450333318,0.3674677798333308,5,11,1,Corp,445110,25
699,279301.323,98095.00781977203,0.23727109836988736,5,12,0,LLC,459310,16
722,15921.303,11264.065537927972,0.11778831058222523,4,11,0,Corp,722513,12
669,863315.721,575432.2336937746,0.1250242383680675,5,9,0,Sole,445292,17
665,32284.234,14098.184070803698,0.19082974231446276,5,10,0,Corp,459910,16
690,281230.707,168164.74024226115,0.13936270002996962,5,11,0,Corp,441120,26
696,104381.339,37308.43738877247,0.23314953735597513,5,10,0,Partner,445250,22
764,491458.144,202923.67706374804,0.20182388731536466,4,11,1,LLC,459210,21
781,37969.558,10937.35406564212,0.2892957304246848,4,12,1,Corp,459910,19
581,524392.426,343355.3210842878,0.1272715643239031,5,9,0,Partner,445292,26
762,34530.193,8765.772311267581,0.3282672628439773,4,11,1,Sole,445240,16
693,99571.83,61638.40822248811,0.13461821515651487,5,9,0,LLC,445110,9
626,752943.174,854908.9348315486,0.0733940913980076,5,11,0,Corp,458210,16
698,107062.564,69883.25891908108,0.12766834963526982,5,11,0,Partner,445250,21
649,130246.886,94272.42509890902,0.11513342480878085,5,12,0,Partner,458210,16
652,272319.103,74319.97486886548,0.30534534791453644,5,12,0,LLC,459910,14
686,30206.225,11714.361240552904,0.21488029649902265,5,10,0,LLC,445110,16
566,205585.445,69262.65069197681,0.24735005440170374,5,9,0,Corp,459910,18
640,29428.21,8742.618608105266,0.28050529747000097,5,9,1,Partner,441120,22
698,32395.569,11936.443396137256,0.2261670968819427,5,10,0,Corp,445291,20
670,75544.232,23481.453506333546,0.26809893454715866,5,8,1,Partner,722410,16
681,177438.417,135013.3496158769,0.10951905713078594,5,11,1,LLC,445240,17
700,71096.606,19375.813852840965,0.3057790094219944,5,10,1,Sole,458210,22
665,20681.583,11747.69915421787,0.1467066212179268,5,8,0,Corp,722514,14
688,86910.09,174842.17492024874,0.041423114893780894,5,12,0,Partner,722514,18
627,228705.493,109284.57902672487,0.17439597839941007,5,11,0,Partner,458210,22
603,179828.346,78795.1492234774,0.1901855082157131,5,12,0,Sole,441120,23
655,187019.831,127653.46624504436,0.12208823132737841,5,9,0,Sole,445320,22
703,44041.27,13898.352219425036,0.2640676948885932,5,10,1,Sole,459210,18
713,189612.164,634035.0443856105,0.024921356960604733,5,8,1,Partner,458210,22
689,170282.299,58938.32922118488,0.24076338387673177,5,10,1,Partner,445131,16
621,268152.048,80738.61320610167,0.2767697277999722,5,9,1,LLC,445291,27
773,43779.953,9720.815717038142,0.37531103591153,4,10,1,LLC,722410,22
740,15741.48,10762.927890138053,0.12188040404897427,4,9,1,Corp,445131,11
750,125485.93,43341.07890555699,0.24127596952812738,4,12,0,Partner,722511,15
772,76168.586,30151.848742570597,0.21051386337398825,4,9,1,Partner,459910,14
709,725497.533,116702.50326531341,0.5180533926727646,5,10,0,Corp,444140,17
801,103448.217,24007.327048186617,0.359085571363146,4,13,1,LLC,445230,24
744,142442.124,66675.8669247638,0.1780280864348439,4,11,1,LLC,459910,22
679,444371.114,200330.84541119527,0.18484884886627265,5,8,0,Corp,445131,16
782,142266.018,92073.27046495926,0.12876159867170028,4,10,1,Sole,459910,18
669,43778.414,20628.24043627003,0.17685469480238078,5,9,0,LLC,722514,15
679,16762.311,69048.32211411138,0.020230169354318383,5,11,0,Partner,459210,19
640,22180.406,6062.488542059822,0.3048858820669467,5,8,0,Corp,722513,15
707,37008.44,8766.985828468454,0.3517784478049546,5,8,1,LLC,441120,23
693,129807.329,119762.71181254431,0.09032258248792953,5,12,1,Corp,441120,15
803,288384.85,103627.25538485228,0.2319087844610253,4,10,1,LLC,722410,11
724,160115.434,86068.07064600267,0.15502790678569756,4,8,0,Corp,459910,23
654,660508.576,241002.8466822059,0.2283889260690517,5,8,0,LLC,458310,11
765,343553.518,389887.661732682,0.07343002265345472,4,9,1,LLC,458210,27
687,544876.03,221572.20999811165,0.20492793673773582,5,8,1,LLC,459310,19
605,91857.951,37073.98524646412,0.20647441053643048,5,11,1,LLC,445230,21
586,106648.763,129380.79971836126,0.06869177602869152,5,9,0,Partner,445291,16
599,98203.234,80888.8986316067,0.10117090196275283,5,10,0,Corp,722513,18
737,488826.166,393985.2973053645,0.10339348730001119,4,12,0,Sole,445131,22
625,559171.852,147996.34799143736,0.3148567850878951,5,10,1,Partner,441120,17
688,300667.984,119695.0604427409,0.2093291505986526,5,10,1,Partner,722511,19
640,102449.181,28375.07879624229,0.30087781645669337,5,9,1,Sole,445131,21
647,347572.977,88767.70377675912,0.3262945138565516,5,9,0,Sole,722410,14
741,152487.473,55186.41925317389,0.23026116911790473,4,12,1,Sole,458310,17
812,348937.155,131540.0380743783,0.2210589009679168,4,9,1,LLC,458210,20
604,61123.481,20882.187603969498,0.24392192586654182,5,9,0,Partner,459910,17
752,741236.796,220520.74743255103,0.28010848738345145,4,13,1,Corp,458310,8
718,62124.031,27132.188500398173,0.19080667168656004,4,11,0,Corp,722514,16
634,358905.647,100447.6281850521,0.2977552029557775,5,10,0,LLC,722513,20
652,185715.724,60262.80089612505,0.2568136578983416,5,12,0,Partner,458210,29
734,461931.428,154262.01771976717,0.2495383259967175,4,8,0,LLC,445292,18
705,203353.316,228247.7702654526,0.07424436018348968,5,11,0,LLC,458210,20
680,13450.719,6688.892223111918,0.16757531929233557,5,12,1,LLC,722513,17
731,821599.698,599283.2781371735,0.11424754201856482,4,10,1,LLC,445230,23
684,79343.027,19736.450282464877,0.33501054252603457,5,11,0,LLC,445230,13
684,412784.796,277770.52474159107,0.12383867234293854,5,8,0,Sole,458210,17
665,228316.855,209944.837156915,0.09062573217322223,5,11,0,LLC,722511,18
646,385384.483,255621.592475427,0.12563638803877883,5,12,0,LLC,459210,20
690,354987.779,96557.74818828044,0.30636914666840975,5,12,1,Sole,445131,16
757,24715.241,27768.5640002071,0.07417032499956808,4,12,1,Partner,722513,14
696,95319.842,63987.88874813059,0.12413786924480662,5,11,0,LLC,445320,18
701,249731.781,151458.94485543112,0.13740345127760042,5,10,1,Partner,441120,16
689,53494.467,32863.943916115764,0.135646295568742,5,8,1,LLC,445131,19
689,173205.804,65732.99078892439,0.21958253879469017,5,12,0,LLC,445131,13
811,580112.102,255854.44391530036,0.18894600549783813,4,10,1,LLC,445131,18
730,230935.103,34137.24586830522,0.5637417848794399,4,11,0,Partner,459210,17
711,150916.938,78128.06185048813,0.16097175844534822,5,8,0,Sole,445250,10
743,57564.393,49453.68571277455,0.09700051029282254,4,13,0,Partner,445110,24
617,29921.68,9482.623437078275,0.2629518455392347,5,11,0,Corp,722514,16
732,24068.732,15385.315681285887,0.13036636414983396,4,10,1,Partner,722410,21
637,249367.076,226283.03964439454,0.09183449939210432,5,8,1,LLC,445230,14
719,683684.344,202846.9926071933,0.28087029835172894,4,9,0,LLC,444140,22
704,208327.325,120073.36598996897,0.14458335762917637,5,10,0,Sole,445131,24
738,17257.579,6041.272667551467,0.23805109659389195,4,10,1,LLC,445110,18
646,128423.295,55187.57873281894,0.1939193835955657,5,11,0,LLC,459910,18
630,43850.553,11728.1692096419,0.31157571865486205,5,12,0,Partner,459210,27
706,47462.594,74171.03963090983,0.05332561315506196,5,9,0,Corp,441120,21
615,71655.948,13249.934291543908,0.4506685745461316,5,11,0,Partner,722513,25
611,272565.483,82674.66147208295,0.2747370215440174,5,9,0,LLC,722330,19
779,55262.104,14681.144642732834,0.31367958326143836,4,9,1,LLC,445250,16
761,456595.83,132144.61731076217,0.2879394808077525,4,12,1,Sole,722330,14
651,82189.126,73115.37825656807,0.09367514737186042,5,11,0,Corp,722330,15
657,303859.421,63082.94766227765,0.4014019533809529,5,8,0,Partner,445291,25
739,309302.228,66746.2426306067,0.38616684102076143,4,12,1,LLC,459310,15
704,446741.9,152097.42994076258,0.2447673946967155,5,10,0,Partner,445320,13
603,30614.68,12365.010488248705,0.20632601450341925,5,10,0,Partner,722513,17
717,245862.674,55086.408397704276,0.3719348703721357,4,12,0,Sole,445230,13
775,216195.136,111703.00299950624,0.16128717088664993,4,12,0,Partner,722330,12
786,35057.091,10949.183554386196,0.26681662933942596,4,13,0,LLC,459310,14
631,90480.064,36738.05543467027,0.2052369197041854,5,12,0,Sole,722330,16
757,521098.133,308294.3189877129,0.1408551560705125,4,11,1,LLC,445292,17
716,94867.32,38198.59913732136,0.20696073098335022,4,11,0,Partner,459310,19
714,46877.451,23430.24760173709,0.1667269726040104,4,9,1,LLC,722513,16
704,69976.943,16164.329032646505,0.3607580558951242,5,11,0,LLC,722511,15
706,149004.666,306412.31558889826,0.04052400921332252,5,8,1,Corp,445250,14
748,560453.564,155182.78465825957,0.30096420662587225,4,11,1,Sole,445131,9
760,96337.13,23288.531495666502,0.3447230740229595,4,10,1,Corp,441120,16
660,362394.636,265505.68214713334,0.11374352803215916,5,11,0,Sole,445240,19
597,36338.195,11209.04982394338,0.2701551839120421,5,8,0,Corp,722330,20
730,29078.762,35837.68729631579,0.06761681206241736,4,8,0,Sole,445320,22
614,221946.486,75798.48681793449,0.24400936320042493,5,8,0,Partner,445240,21
573,99394.821,50286.71062186601,0.1647135326126973,5,9,0,Corp,445250,20
695,166902.081,59966.72435652565,0.23193707675791134,5,11,1,Partner,459310,19
745,1320114.606,735876.4868392226,0.14949458566412294,4,11,0,Sole,445240,21
726,21366.444,6300.866098772239,0.2825860718333545,4,10,1,LLC,459310,21
740,158856.208,117038.64660395557,0.11310808623863502,4,9,1,LLC,722511,16
615,11469.604,24515.36472468925,0.0389878080162011,5,10,0,Corp,459910,16
658,175958.138,43080.26108199879,0.3403688324626639,5,8,0,Corp,722511,18
707,24159.98,10744.82692370856,0.18737683547272704,5,10,1,LLC,445320,13
704,232175.041,91314.67347158949,0.21188182958736643,5,8,1,LLC,445240,18
571,100534.896,54623.05766330017,0.1533767672187436,5,12,0,LLC,444140,15
679,511977.118,171661.3060375386,0.2485403427141786,5,11,0,Corp,445131,17
643,53360.796,36983.76844381625,0.12023471882686151,5,9,0,LLC,445110,18
747,222954.268,114134.76095818068,0.16278583472164915,4,10,1,Sole,459310,16
705,129516.609,44645.258834780936,0.24175133108628463,5,12,1,Corp,445240,26
707,284806.432,117701.91247371567,0.20164387166294692,5,8,1,Partner,722330,10
690,127756.399,62403.524221973195,0.17060521366491338,5,12,0,Partner,445291,17
720,231180.358,185975.981693892,0.10358880570418331,4,10,0,Partner,458310,11
562,93367.495,63497.438784209735,0.12253446331552172,5,10,0,LLC,445240,26
677,505254.208,266152.212787517,0.15819713423516615,5,10,0,Corp,445230,17
641,80716.514,19015.503813174455,0.3537311570996321,5,8,0,Sole,444140,18
707,116971.841,30454.74804302306,0.3200700725842904,5,8,0,Sole,444240,19
761,68300.777,45760.30509896879,0.12438141319986369,4,12,1,Partner,441120,9
815,241757.445,110249.62494123892,0.18273489602107673,4,10,1,Partner,445230,17
621,37401.675,17118.173037958906,0.18207587007612316,5,10,0,Corp,445131,9
696,336204.831,79645.42228193914,0.35177249925076126,5,12,0,Partner,459310,14
663,242452.627,72984.88424512003,0.276829727036037,5,10,0,Sole,459310,18
671,10804.482,2436.2133192425617,0.3695790893549229,5,10,0,Partner,441120,18
787,198755.851,59138.51616378156,0.2800710714056953,4,10,0,Partner,445131,20
691,154490.627,74294.4167001489,0.17328649296254406,5,8,0,Sole,459910,18
746,268578.944,212299.1118438782,0.10542473999196836,4,11,1,LLC,445230,16
761,75160.635,29847.724961537293,0.20984467854991273,4,9,0,Sole,445250,15
648,136174.497,60972.71062521161,0.18611399482882376,5,9,1,Sole,459210,26
727,205408.121,108655.73662535027,0.15753741080130923,4,10,1,Corp,441120,21
666,169528.215,180214.31461171177,0.07839194838899824,5,9,0,LLC,445110,17
732,327886.607,95183.03612701323,0.2870667403402156,4,12,1,Sole,722511,23
661,271884.124,38732.909423279074,0.5849550336055087,5,12,0,Partner,459310,16
624,391614.165,273409.19922652096,0.11936143276204153,5,11,0,LLC,458310,18
